day,date,time,temp,feelslike,humidity,dew,precip,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex
Wednesday,14-08-2024,06:00:00,82.4,94.1,94.32,80.6,0,9.6,2.2,86.7,1005,1.9,88.9,0,0,0
Wednesday,14-08-2024,07:00:00,83.9,99.5,94.35,82.1,0,9.8,2.4,70,1005,1.2,89.1,13,0,0
Wednesday,14-08-2024,08:00:00,84.4,100.8,92.87,82.1,0,10.5,3.7,50,1004.4,1.2,89.5,136,0.5,1
Wednesday,14-08-2024,09:00:00,87.5,107.7,84.99,82.4,0,8.9,4.9,80,1005.2,1.9,57,332,1.2,3
Wednesday,14-08-2024,10:00:00,87.8,108.2,84.11,82.4,0,8.7,5.8,90,1006,1.9,88.9,529,1.9,5
Wednesday,14-08-2024,11:00:00,92.2,112.9,70.11,81,0,9.4,4.2,89,1004.4,2.3,60.9,694,2.5,7
Wednesday,14-08-2024,12:00:00,92.9,113.7,68.38,80.9,0,10.1,5.1,80,1004.2,3,57,809,2.9,8
Wednesday,14-08-2024,13:00:00,92.9,113.1,67.66,80.6,0,10.1,4.9,90,1003.2,3.1,57,813,2.9,8
Wednesday,14-08-2024,14:00:00,94.6,115,63.52,80.3,0,10.1,9.1,90,1002,2.6,81.2,564,2,6
Wednesday,14-08-2024,15:00:00,91.4,110.9,70.84,80.6,0,10.5,9.2,100,1002,3.1,88.9,274,1,3
Wednesday,14-08-2024,16:00:00,91.4,107.8,66.78,78.8,0,10.3,6.9,80,1002,3.1,50,495,1.8,5
Wednesday,14-08-2024,17:00:00,92.3,113.3,70.11,81.2,0,10.1,4,138,1000.2,2.6,58.2,233,0.8,2
Wednesday,14-08-2024,18:00:00,87.8,105.1,79.33,80.6,0,9.6,5.8,140,1003,2.5,50,211,0.8,2
Wednesday,14-08-2024,19:00:00,87.8,108.2,84.11,82.4,0,9.6,3.4,120,1003,2.5,50,73,0.3,1
Wednesday,14-08-2024,20:00:00,87.8,107.2,82.72,81.9,0,9.8,0,0,1002.3,2.3,50,0,0,0
Wednesday,14-08-2024,21:00:00,86,104.7,89.07,82.4,0,10.1,2.2,120,1005,2.5,50,0,0,0
Wednesday,14-08-2024,22:00:00,86,104.7,89.07,82.4,0,10.3,0,0,1005,2.5,50,0,0,0
Wednesday,14-08-2024,23:00:00,86,104.1,87.81,82,0,11,0.6,91,1003.3,2.3,57.4,0,0,0
Thursday,15-08-2024,00:00:00,86,104.7,89.07,82.4,0,13.6,2.2,87.3,1004,2.5,88.9,0,0,0
Thursday,15-08-2024,01:00:00,84.2,100.7,94.36,82.4,0,15.7,5.8,70,1004,2.5,88.9,0,0,0
Thursday,15-08-2024,02:00:00,84.8,101.8,91.62,82.1,0,15.7,3.7,73,1002,2.3,61.1,0,0,0
Thursday,15-08-2024,03:00:00,84.2,100.7,94.36,82.4,0,16.3,4.7,110,1004,2.5,88.9,0,0,0
Thursday,15-08-2024,04:00:00,84.2,100.7,94.36,82.4,0,16.1,4.7,110,1004,1.9,88.9,0,0,0
Thursday,15-08-2024,05:00:00,83.7,98.1,92.93,81.4,0,15.7,4.7,52,1002.6,1.3,61.1,0,0,0
Thursday,15-08-2024,06:00:00,82.4,96.1,100,82.4,0,15.9,4.7,60,1005,1.9,100,0,0,0
Thursday,15-08-2024,07:00:00,84.2,100.7,94.36,82.4,0,15.7,9.2,60,1005,1.2,100,13,0,0
Thursday,15-08-2024,08:00:00,84.6,101.5,92.64,82.2,0.003,14.5,4,82,1003.5,1.2,99.7,135,0.5,1
Thursday,15-08-2024,09:00:00,84.2,100.7,94.36,82.4,0,13.9,6.9,70,1005,1.9,100,326,1.2,3
Thursday,15-08-2024,10:00:00,87.8,111.8,89.14,84.2,0,12.8,6.9,90,1005,2.5,88.9,516,1.9,5
Thursday,15-08-2024,11:00:00,90.6,110.7,73.74,81.1,0,12.1,7.1,92,1002.8,2.6,88.3,692,2.5,7
Thursday,15-08-2024,12:00:00,91.4,114.3,75.11,82.4,0,11,11.4,100,1004,3.1,88.9,813,2.9,8
Thursday,15-08-2024,13:00:00,89.6,111.4,79.46,82.4,0,9.4,6.9,120,1003,3.1,88.9,870,3.1,9
Thursday,15-08-2024,14:00:00,91.3,112.9,73.89,81.8,0.007,8.5,3.7,138,1000.6,2.6,81.2,856,3.1,9
Thursday,15-08-2024,15:00:00,89.6,111.4,79.46,82.4,0,7.4,3.4,140,1002,3.1,50,739,2.7,7
Thursday,15-08-2024,16:00:00,89.6,115.2,84.22,84.2,0,7.4,3.4,100,1001,3.1,88.9,276,1,3
Thursday,15-08-2024,17:00:00,86.4,109.8,94.62,84.7,0.094,8.1,2.2,320,998.7,2.5,88.2,90,0.3,1
Thursday,15-08-2024,18:00:00,86,107.9,94.4,84.2,0,6.9,9.2,100,1001,2.5,88.9,59,0.2,1
Thursday,15-08-2024,19:00:00,86,107.9,94.4,84.2,0,8.5,2.2,86.8,1001,2.5,88.9,50,0.2,1
Thursday,15-08-2024,20:00:00,84.4,101.3,94.07,82.5,0.029,11.4,4.2,229,1001,1.3,92.9,0,0,0
Thursday,15-08-2024,21:00:00,82.4,96.1,100,82.4,0,9.8,8.1,130,1003,1.2,100,0,0,0
Thursday,15-08-2024,22:00:00,80.6,88.1,94.27,78.8,0,10.5,0,0,1004,1.2,100,0,0,0
Thursday,15-08-2024,23:00:00,80.7,89.4,98.84,80.3,0.376,12.3,0,0,1001.9,1.3,91.6,0,0,0
Friday,16-08-2024,00:00:00,80.6,88.1,94.27,78.8,0,10.1,0,0,1003,1.9,88.9,0,0,0
Friday,16-08-2024,01:00:00,80.6,88.1,94.27,78.8,0,10.3,0,0,1003,1.9,88.9,0,0,0
Friday,16-08-2024,02:00:00,80.7,89.6,99.78,80.6,0.134,10.7,0.6,100.8,1000.8,1.3,96.8,0,0,0
Friday,16-08-2024,03:00:00,80.6,89.3,100,80.6,0,12.5,3.4,40,1002,1.9,88.9,0,0,0
Friday,16-08-2024,04:00:00,80.6,89.3,100,80.6,0,13.9,4.7,30,1002,1.9,88.9,0,0,0
Friday,16-08-2024,05:00:00,80.9,89.9,98.6,80.4,0,15.4,1.3,56,1000.6,1.3,96.8,0,0,0
Friday,16-08-2024,06:00:00,82.4,94.1,94.32,80.6,0,14.3,5.8,80,1002,1.9,50,0,0,0
Friday,16-08-2024,07:00:00,82.4,96.1,100,82.4,0,13.6,8.1,70,1003,1.9,50,14,0.1,0
Friday,16-08-2024,08:00:00,84.3,101.9,95.69,83,0,15.2,3.6,86,1001.7,1.3,81.2,118,0.4,1
Friday,16-08-2024,09:00:00,86,104.7,89.07,82.4,0,16.1,6.9,100,1003,2.5,50,295,1.1,3
Friday,16-08-2024,10:00:00,87.8,111.8,89.14,84.2,0,15.9,9.2,90,1003,2.5,88.9,489,1.8,5
Friday,16-08-2024,11:00:00,91,114.3,76.74,82.7,0,14.5,4.5,105,1001.5,2.5,67.2,649,2.3,6
Friday,16-08-2024,12:00:00,89.6,111.4,79.46,82.4,0,13.4,8.1,110,1003,3.1,88.9,715,2.6,7
Friday,16-08-2024,13:00:00,91.4,110.9,70.84,80.6,0,18.3,6.9,110,1002,3.1,88.9,756,2.7,8
Friday,16-08-2024,14:00:00,93.8,115,66.39,80.9,0,11.4,9.5,133,999.4,2.6,81.1,688,2.5,7
Friday,16-08-2024,15:00:00,93.2,113.5,66.98,80.6,0,10.5,10.3,130,1001,3.1,88.9,399,1.4,4
Friday,16-08-2024,16:00:00,91.4,107.8,66.78,78.8,0,10.1,10.3,140,1000,3.1,88.9,414,1.5,4
Friday,16-08-2024,17:00:00,90.7,109.3,71.76,80.3,0,9.8,5.6,142,998.8,2.6,81.3,308,1.1,3
Friday,16-08-2024,18:00:00,87.8,102.4,74.79,78.8,0,9.8,5.8,140,1001,3.1,88.9,113,0.4,1
Friday,16-08-2024,19:00:00,87.8,105.1,79.33,80.6,0,9.6,3.4,150,1002,2.5,88.9,52,0.2,0
Friday,16-08-2024,20:00:00,85,103.3,93.59,82.9,0.201,10.5,1,180,1001.9,2.3,81.3,0,0,0
Friday,16-08-2024,21:00:00,86,104.7,89.07,82.4,0,11.2,3.4,190,1004,2.5,88.9,0,0,0
Friday,16-08-2024,22:00:00,86,101.9,84,80.6,0,12.5,3.4,180,1004,2.5,88.9,0,0,0
Friday,16-08-2024,23:00:00,84.9,102.1,91.61,82.2,0,13.9,0,0,1003.3,2.3,82.5,0,0,0
Saturday,17-08-2024,00:00:00,84.2,96.1,83.9,78.8,0,12.8,0,0,1005,2.5,88.9,0,0,0
Saturday,17-08-2024,01:00:00,84.2,96.1,83.9,78.8,0,11.4,0,0,1005,2.5,88.9,0,0,0
Saturday,17-08-2024,02:00:00,84.1,99.3,92.35,81.6,0,8.7,0,0,1003.3,2.3,82.5,0,0,0
Saturday,17-08-2024,03:00:00,84.2,98.2,88.99,80.6,0,7.8,0,0,1004,2.5,88.9,0,0,0
Saturday,17-08-2024,04:00:00,82.4,94.1,94.32,80.6,0,7.2,0,0,1004,2.5,88.9,0,0,0
Saturday,17-08-2024,05:00:00,82.8,95.9,95.61,81.4,0,6.5,0.6,171.5,1002.8,2.3,78.8,0,0,0
Saturday,17-08-2024,06:00:00,84.2,100.7,94.36,82.4,0,2.5,2.2,161.3,1005,2.5,88.9,0,0,0
Saturday,17-08-2024,07:00:00,84.2,100.7,94.36,82.4,0,1.3,3.4,280,1005,1.9,50,14,0.1,0
Saturday,17-08-2024,08:00:00,85.6,103.2,88.99,82,0,2,0.6,90,1004.3,2.3,42.9,120,0.4,1
Saturday,17-08-2024,09:00:00,89.6,108.1,74.95,80.6,0,2.5,2.2,175.4,1006,2.5,50,310,1.1,3
Saturday,17-08-2024,10:00:00,93.2,110.3,63.14,78.8,0,3.1,2.2,166,1006,3.1,88.9,518,1.9,5
Saturday,17-08-2024,11:00:00,92,112.3,70.36,80.9,0,3.8,1,178,1004,2.6,81,684,2.5,7
Saturday,17-08-2024,12:00:00,93.2,107.5,59.5,77,0,4.7,2.2,196.1,1006,3.1,88.9,786,2.8,8
Saturday,17-08-2024,13:00:00,93.2,110.3,63.14,78.8,0,4.7,4.7,270,1005,3.1,88.9,855,3.1,9
Saturday,17-08-2024,14:00:00,91.4,114.1,74.65,82.2,0.041,5.1,5.5,299,1002.7,2.5,90.7,644,2.3,6
Saturday,17-08-2024,15:00:00,84.2,96.1,83.9,78.8,0,4.7,6.9,330,1004,2.5,88.9,280,1,3
Saturday,17-08-2024,16:00:00,84.2,96.1,83.9,78.8,0,5.1,3.4,320,1003,2.5,88.9,100,0.4,1
Saturday,17-08-2024,17:00:00,88.3,105.7,77.35,80.4,0.024,6.5,1.4,333,1002.1,2.5,82.7,58,0.2,1
Saturday,17-08-2024,18:00:00,84.2,100.7,94.36,82.4,0,7.4,3.4,280,1004,2.5,88.9,32,0.1,0
Saturday,17-08-2024,19:00:00,84.2,100.7,94.36,82.4,0,6.7,0,0,1004,2.5,88.9,11,0,0
Saturday,17-08-2024,20:00:00,85.7,102.3,86.57,81.2,0,6.5,0.6,300,1003.7,2.5,81.3,0,0,0
Saturday,17-08-2024,21:00:00,84.2,98.2,88.99,80.6,0,6.5,2.2,317.3,1006,2.5,88.9,0,0,0
Saturday,17-08-2024,22:00:00,84.2,98.2,88.99,80.6,0,5.6,2.2,321.2,1006,2.5,88.9,0,0,0
Saturday,17-08-2024,23:00:00,85.1,101.8,90.13,81.8,0,4.5,1,270,1004.2,2.3,52.7,0,0,0
Sunday,18-08-2024,00:00:00,84.2,100.7,94.36,82.4,0,4.3,3.4,250,1005,2.5,88.9,0,0,0
Sunday,18-08-2024,01:00:00,82.4,94.1,94.32,80.6,0,4,3.4,250,1005,2.5,88.9,0,0,0
Sunday,18-08-2024,02:00:00,84,99.1,92.65,81.6,0,2.7,1,230,1003.7,2.3,50.2,0,0,0
Sunday,18-08-2024,03:00:00,82.4,94.1,94.32,80.6,0,1.8,3.4,230,1005,2.5,88.9,0,0,0
Sunday,18-08-2024,04:00:00,82.4,94.1,94.32,80.6,0,1.6,3.4,220,1005,1.9,88.9,0,0,0
Sunday,18-08-2024,05:00:00,83.4,96.7,92.05,80.8,0,2,5,248,1003.7,2.2,27.2,0,0,0
Sunday,18-08-2024,06:00:00,82.4,94.1,94.32,80.6,0,4.9,4.7,250,1005,1.9,27.2,0,0,0
Sunday,18-08-2024,07:00:00,82.4,94.1,94.32,80.6,0,4.3,6.9,250,1006,2.5,27.2,10,0,0
Sunday,18-08-2024,08:00:00,86.1,102.9,85.47,81.2,0,4.5,5.8,268,1005,2.5,15,103,0.4,1
Sunday,18-08-2024,09:00:00,87.8,108.2,84.11,82.4,0,5.1,5.8,260,1007,2.5,50,293,1.1,3
Sunday,18-08-2024,10:00:00,89.6,108.1,74.95,80.6,0,5.4,5.8,270,1008,3.1,50,522,1.9,5
Sunday,18-08-2024,11:00:00,92.5,113.4,69.5,81.1,0,6.3,6.4,263,1005.4,2.6,78.6,690,2.5,7
Sunday,18-08-2024,12:00:00,91.4,107.8,66.78,78.8,0,7.2,9.2,270,1007,3.1,88.9,795,2.9,8
Sunday,18-08-2024,13:00:00,91.4,107.8,66.78,78.8,0,7.8,10.3,280,1006,2.5,88.9,670,2.4,7
Sunday,18-08-2024,14:00:00,89.6,108.3,75.07,80.7,0,9.4,1.7,335,1003.7,1.7,88.1,413,1.5,4
Sunday,18-08-2024,15:00:00,91.4,105.1,62.93,77,0,10.3,9.2,280,1004,3.1,88.9,213,0.8,2
Sunday,18-08-2024,16:00:00,91.4,107.8,66.78,78.8,0,10.7,8.1,270,1004,3.1,88.9,160,0.6,2
Sunday,18-08-2024,17:00:00,90.7,109.8,72.38,80.6,0,12.1,5.2,274,1002.2,2.6,88.1,81,0.3,1
Sunday,18-08-2024,18:00:00,91.4,110.9,70.84,80.6,0,10.7,8.1,280,1004,3.1,50,40,0.1,0
Sunday,18-08-2024,19:00:00,89.6,108.1,74.95,80.6,0,11.4,4.7,260,1004,3.1,50,15,0.1,0
Sunday,18-08-2024,20:00:00,88.1,107.7,81.89,81.8,0,11.9,1,270,1003.6,2.6,72.7,0,0,0
Sunday,18-08-2024,21:00:00,87.8,105.1,79.33,80.6,0,11.2,3.4,260,1006,3.1,50,0,0,0
Sunday,18-08-2024,22:00:00,87.8,105.1,79.33,80.6,0,9.2,2.2,230,1006,3.1,50,0,0,0
Sunday,18-08-2024,23:00:00,86.3,104.8,87.05,82,0,7.6,1,230,1004.4,2.6,67,0,0,0
Monday,19-08-2024,00:00:00,86,101.9,84,80.6,0,2,0,0,1006,3.1,50,0,0,0
Monday,19-08-2024,01:00:00,86,104.7,89.07,82.4,0,1.3,3.4,200,1006,3.1,50,0,0,0
Monday,19-08-2024,02:00:00,85.3,103.2,91.25,82.4,0,1.8,1,206,1003.8,2.6,67,0,0,0
Monday,19-08-2024,03:00:00,84.2,100.7,94.36,82.4,0,1.3,3.4,230,1005,3.1,88.9,0,0,0
Monday,19-08-2024,04:00:00,84.2,100.7,94.36,82.4,0,1.1,3.4,260,1005,2.5,88.9,0,0,0
Monday,19-08-2024,05:00:00,83.5,96.6,90.83,80.5,0,1.3,1,224,1003.5,1.6,67,0,0,0
Monday,19-08-2024,06:00:00,82.4,94.1,94.32,80.6,0,7.8,3.4,240,1006,2.5,88.9,0,0,0
Monday,19-08-2024,07:00:00,84.2,100.7,94.36,82.4,0,10.1,5.8,260,1006,2.5,88.9,11,0,0
Monday,19-08-2024,08:00:00,86.2,103.9,86.35,81.6,0,12.3,4.3,243,1004.7,1.4,44.5,131,0.5,1
Monday,19-08-2024,09:00:00,87.8,105.1,79.33,80.6,0,10.3,6.9,260,1006,2.5,50,210,0.8,2
Monday,19-08-2024,10:00:00,89.6,108.1,74.95,80.6,0,9.6,6.9,280,1007,3.1,50,454,1.6,5
Monday,19-08-2024,11:00:00,93,111.7,65.39,79.7,0,9.6,6.1,270,1004,2.6,81.3,651,2.3,7
Monday,19-08-2024,12:00:00,91.4,107.8,66.78,78.8,0,8.1,9.2,320,1005,2.5,88.9,814,2.9,8
Monday,19-08-2024,13:00:00,89.6,105.1,70.66,78.8,0,8.9,6.9,310,1004,2.5,88.9,821,3,8
Monday,19-08-2024,14:00:00,94,113.9,64.34,80.2,0,10.3,6.1,276,1001.2,2.3,81.3,258,0.9,3
Monday,19-08-2024,15:00:00,93.2,117.1,71.01,82.4,0,9.6,9.2,320,1003,3.1,50,234,0.8,2
Monday,19-08-2024,16:00:00,91.4,107.8,66.78,78.8,0,9.8,8.1,300,1002,3.1,50,358,1.3,4
Monday,19-08-2024,17:00:00,91.1,107.6,67.71,78.9,0,11,4,283,1000.3,2.6,82.3,26,0.1,0
Monday,19-08-2024,18:00:00,87.8,99.9,70.47,77,0,10.5,6.9,350,1003,3.1,50,103,0.4,1
Monday,19-08-2024,19:00:00,87.8,99.9,70.47,77,0,11.9,4.7,30,1003,2.5,50,12,0,0
Monday,19-08-2024,20:00:00,87.5,101,73.83,78.1,0,7.2,1.3,154,1001.8,2.5,79.8,0,0,0
Monday,19-08-2024,21:00:00,86,97.1,74.63,77,0,4.3,5.8,220,1004,2.5,50,0,0,0
Monday,19-08-2024,22:00:00,84.2,94.1,79.06,77,0,5.4,3.4,250,1004,2.5,50,0,0,0
Monday,19-08-2024,23:00:00,84.7,98.6,85.77,80,0,4.5,1,224,1003.4,2.3,72.7,0,0,0
Tuesday,20-08-2024,00:00:00,82.4,92.4,88.91,78.8,0,6.9,0,0,1005,2.5,50,0,0,0
Tuesday,20-08-2024,01:00:00,82.4,92.4,88.91,78.8,0,7.8,3.4,250,1004,2.5,50,0,0,0
Tuesday,20-08-2024,02:00:00,84,95.6,84.26,78.7,0,7.2,1,230,1002.8,1.4,72.7,0,0,0
Tuesday,20-08-2024,03:00:00,82.4,92.4,88.91,78.8,0,5.8,0,0,1004,2.5,50,0,0,0
Tuesday,20-08-2024,04:00:00,82.4,92.4,88.91,78.8,0,7.8,0,0,1004,2.5,50,0,0,0
Tuesday,20-08-2024,05:00:00,83.2,93.5,84.86,78.2,0,7.4,3.8,331,1002.7,1.5,89.6,0,0,0
Tuesday,20-08-2024,06:00:00,80.5,87.9,94.27,78.7,0,4.3,6.9,220,1004,2.5,88,0,0,0
Tuesday,20-08-2024,07:00:00,78.7,78.7,100,78.7,0,2.7,11.4,290,1006,1.9,100,12,0,0
Tuesday,20-08-2024,08:00:00,77.7,77.7,99.7,77.6,0,2.9,0.6,360,1004.9,2.2,96.8,129,0.5,1
Tuesday,20-08-2024,09:00:00,78.7,78.7,100,78.7,0,2.9,4.7,350,1006,1.9,100,138,0.5,1
Tuesday,20-08-2024,10:00:00,80.5,87.9,94.27,78.7,0,3.4,0,0,1006,1.9,100,178,0.6,2
Tuesday,20-08-2024,11:00:00,80.6,88.9,97.74,79.9,0.039,5.1,1,244,1004.7,1.4,95.5,321,1.2,3
Tuesday,20-08-2024,12:00:00,82.4,94.1,94.32,80.6,0,6.3,2.2,240,1006,2.5,88.9,816,2.9,8
Tuesday,20-08-2024,13:00:00,86,99.4,79.19,78.8,0,6.7,2.2,280,1005,2.5,88.9,871,3.1,9
Tuesday,20-08-2024,14:00:00,87.3,104.2,80.35,80.5,0,6.5,3.3,292,1002.5,2.5,81.3,863,3.1,9
Tuesday,20-08-2024,15:00:00,89.6,105.1,70.66,78.8,0,6.5,2.2,320,1004,3.1,88.9,380,1.4,4
Tuesday,20-08-2024,16:00:00,87.8,102.4,74.79,78.8,0,5.6,2.2,290,1003,3.1,88.9,95,0.3,1
Tuesday,20-08-2024,17:00:00,90,107.1,71.93,79.7,0,4.9,1.6,343,1002.1,2.6,81.3,197,0.7,2
Tuesday,20-08-2024,18:00:00,87.7,99.7,70.47,76.9,0,7.2,3.4,230,1004,3.1,88,109,0.4,1
Tuesday,20-08-2024,19:00:00,86,99.4,79.19,78.8,0,7.2,4.7,220,1005,3.1,88.9,35,0.1,0
Tuesday,20-08-2024,20:00:00,85.7,99.1,80.57,79,0,6.5,4.8,270,1003.4,2.6,78.8,0,0,0
Tuesday,20-08-2024,21:00:00,82.4,92.4,88.91,78.8,0,8.7,3.4,220,1006,2.5,88.9,0,0,0
Tuesday,20-08-2024,22:00:00,80.6,87.1,88.84,77,0,8.9,3.4,210,1006,2.5,88.9,0,0,0
Tuesday,20-08-2024,23:00:00,83.2,94.3,87.1,79,0,10.1,1,180,1005.2,1.6,78.8,0,0,0
Wednesday,21-08-2024,00:00:00,80.6,86.1,83.68,75.2,0,10.1,3.4,220,1007,2.5,88.9,0,0,0
Wednesday,21-08-2024,01:00:00,80.6,86.1,83.68,75.2,0,10.1,0,0,1007,2.5,88.9,0,0,0
Wednesday,21-08-2024,02:00:00,82.1,91.2,88.06,78.2,0,9.4,0.6,147.2,1004.6,1.4,77.3,0,0,0
Wednesday,21-08-2024,03:00:00,80.6,86.1,83.68,75.2,0,8.7,2.2,150.5,1006,2.5,50,0,0,0
Wednesday,21-08-2024,04:00:00,80.6,87.1,88.84,77,0,9.4,2.2,151,1006,2.5,88.9,0,0,0
Wednesday,21-08-2024,05:00:00,80.8,88.2,91.5,78.1,0,9.4,0.6,150,1004.7,2.3,64.5,0,0,0
Wednesday,21-08-2024,06:00:00,80.6,87.1,88.84,77,0,7.2,2.2,158.9,1006,2.5,50,0,0,0
Wednesday,21-08-2024,07:00:00,82.4,92.4,88.91,78.8,0,4.5,4.7,220,1007,2.5,50,11,0,0
Wednesday,21-08-2024,08:00:00,84.2,94.7,80.71,77.6,0,2,1,262,1005.5,2.5,43,123,0.4,1
Wednesday,21-08-2024,09:00:00,87.8,105.1,79.33,80.6,0,3.4,4.7,260,1007,2.5,50,310,1.1,3
Wednesday,21-08-2024,10:00:00,89.6,105.1,70.66,78.8,0,3.6,2.2,81.2,1008,3.1,50,487,1.8,5
Wednesday,21-08-2024,11:00:00,92.9,108,61.31,77.6,0,2.9,3.7,272,1005.8,2.6,48.8,669,2.4,7
Wednesday,21-08-2024,12:00:00,93.2,107.5,59.5,77,0,2.2,2.2,98.6,1007,3.1,50,773,2.8,8
Wednesday,21-08-2024,13:00:00,95,109.9,56.28,77,0,3.4,3.4,310,1006,3.1,88.9,841,3,8
Wednesday,21-08-2024,14:00:00,95.8,113.8,57.99,78.7,0,4.3,4,349,1003,2.6,59.9,837,3,8
Wednesday,21-08-2024,15:00:00,93.2,107.5,59.5,77,0,5.4,4.7,20,1004,3.1,88.9,780,2.8,8
Wednesday,21-08-2024,16:00:00,93.2,107.5,59.5,77,0,5.8,4.7,30,1003,3.1,88.9,431,1.6,4
Wednesday,21-08-2024,17:00:00,91.4,110.3,69.96,80.2,0,4.5,5,140,1001.5,2.6,68.3,290,1,3
Wednesday,21-08-2024,18:00:00,89.6,111.4,79.46,82.4,0,5.1,8.1,140,1004,3.1,88.9,106,0.4,1
Wednesday,21-08-2024,19:00:00,87.8,105.1,79.33,80.6,0,6.3,4.7,180,1005,2.5,88.9,29,0.1,0
Wednesday,21-08-2024,20:00:00,86.2,100.5,80.28,79.4,0,7.8,3.4,189,1003.8,2.5,81.3,0,0,0
Wednesday,21-08-2024,21:00:00,84.2,98.2,88.99,80.6,0,8.1,3.4,190,1006,2.5,88.9,0,0,0
Wednesday,21-08-2024,22:00:00,84.2,98.2,88.99,80.6,0,10.1,4.7,210,1006,2.5,50,0,0,0
Wednesday,21-08-2024,23:00:00,84.5,97,84.15,79.1,0,12.3,1,180,1004.4,2.3,51.9,0,0,0
Thursday,22-08-2024,00:00:00,84.2,98.2,88.99,80.6,0,13.9,3.4,230,1006,2.5,50,0,0,0
Thursday,22-08-2024,01:00:00,82.4,94.1,94.32,80.6,0,15,4.7,210,1005,2.5,50,0,0,0
Thursday,22-08-2024,02:00:00,83.2,94.4,87.64,79.1,0,13.9,1.3,230,1004,2.3,41.6,0,0,0
Thursday,22-08-2024,03:00:00,82.3,92.1,88.91,78.7,0.028,12.3,3.4,220,1005,2.5,50,0,0,0
Thursday,22-08-2024,04:00:00,82.3,93.8,94.31,80.5,0.024,10.7,4.7,230,1005,1.9,50,0,0,0
Thursday,22-08-2024,05:00:00,82.3,93.8,94.31,80.5,0.004,11.9,3.4,260,1005,1.9,50,0,0,0
Thursday,22-08-2024,06:00:00,82.3,92.1,88.91,78.7,0,11.4,3.4,240,1005,1.9,50,0,0,0
Thursday,22-08-2024,07:00:00,82.3,92.1,88.91,78.7,0,9.6,3.4,230,1006,2.5,50,11,0,0
Thursday,22-08-2024,08:00:00,84.1,95.8,83.89,78.7,0.012,7.4,6.9,250,1006,3.1,50,125,0.5,1
Thursday,22-08-2024,09:00:00,87.7,102.1,74.78,78.7,0.004,5.1,5.8,250,1006,3.1,50,322,1.2,3
Thursday,22-08-2024,10:00:00,89.5,104.9,70.65,78.7,0.008,2.2,4.7,280,1006,3.1,50,523,1.9,5
Thursday,22-08-2024,11:00:00,91.3,107.5,66.77,78.7,0.047,3.1,3.4,300,1006,3.1,50,694,2.5,7
Thursday,22-08-2024,12:00:00,93.1,110.1,63.13,78.7,0.02,2.9,4.7,280,1005,3.1,50,807,2.9,8
Thursday,22-08-2024,13:00:00,93.1,110.1,63.13,78.7,0,3.6,5.8,290,1004,3.1,50,873,3.1,9
Thursday,22-08-2024,14:00:00,94.9,109.7,56.27,76.9,0,4.7,6.9,280,1003,3.1,50,856,3.1,9
Thursday,22-08-2024,15:00:00,94.9,109.7,56.27,76.9,0,5.1,5.8,310,1002,3.1,50,723,2.6,7
Thursday,22-08-2024,16:00:00,94.9,109.7,56.27,76.9,0.008,4.7,5.8,330,1001,3.1,50,372,1.3,4
Thursday,22-08-2024,17:00:00,94.9,109.7,56.27,76.9,0.004,4.7,6.9,310,1002,3.1,50,118,0.4,1
Thursday,22-08-2024,18:00:00,93.1,107.3,59.49,76.9,0,8.5,5.8,280,1003,2.5,88,25,0.1,0
Thursday,22-08-2024,19:00:00,89.5,107.8,74.94,80.5,0,6.5,8.1,260,1004,2.5,50,12,0,0
Thursday,22-08-2024,20:00:00,85.9,99.1,79.19,78.7,0.004,8.9,9.2,240,1005,2.5,88,0,0,0
Thursday,22-08-2024,21:00:00,84.1,93.9,79.05,76.9,0.012,4.7,5.8,230,1005,2.5,88,0,0,0
Thursday,22-08-2024,22:00:00,84.1,93.9,79.05,76.9,0.11,5.8,8.1,240,1005,2.5,88,0,0,0
Thursday,22-08-2024,23:00:00,82.3,90.6,83.78,76.9,0.126,1.8,6.9,270,1005,2.5,88,0,0,0
Friday,23-08-2024,00:00:00,82.3,90.6,83.78,76.9,0.102,7.2,4.7,250,1005,2.5,88,0,0,0
Friday,23-08-2024,01:00:00,80.5,86.9,88.83,76.9,0,5.4,4.7,260,1005,2.5,88,0,0,0
Friday,23-08-2024,02:00:00,80.5,87.9,94.27,78.7,0.02,4.9,3.4,230,1005,2.5,88,0,0,0
Friday,23-08-2024,03:00:00,80.5,87.9,94.27,78.7,0.055,5.8,2.2,250,1005,2.5,88,0,0,0
Friday,23-08-2024,04:00:00,80.5,87.9,94.27,78.7,0.035,5.4,3.4,240,1005,2.5,88,0,0,0
Friday,23-08-2024,05:00:00,80.5,87.9,94.27,78.7,0.067,6.7,4.7,250,1005,2.5,88,0,0,0
Friday,23-08-2024,06:00:00,80.5,87.9,94.27,78.7,0.067,6,4.7,250,1006,2.5,88,0,0,0
Friday,23-08-2024,07:00:00,80.5,87.9,94.27,78.7,0,5.8,2.2,230,1007,2.5,88,11,0,0
Friday,23-08-2024,08:00:00,84.1,98,88.99,80.5,0.008,4,3.4,220,1007,2.5,88,115,0.4,1
Friday,23-08-2024,09:00:00,82.3,93.8,94.31,80.5,0,3.6,5.8,270,1007,2.5,100,290,1,3
